screen_name,followers_count,friends_count,listed_count,favourites_count,verified,statuses_count,default_profile,default_profile_image,name,description,bot
lilyallen,5917438,1419,26370,1365,TRUE,19002,FALSE,FALSE,Lily,Ever since I can remember I been poppin' ma collar.,0
azizansari,11003417,0,31469,423,TRUE,7628,FALSE,FALSE,Aziz Ansari,Pasta lover. I don't tweet much. My new Netflix series Master of None is now streaming on Netflix. I wrote a book called Modern Romance.,0
JJ_Lin,743721,55,1219,7,FALSE,8332,FALSE,FALSE,JJ Lin,"Born & bred in Singapore, currently residing in Taiwan. We are all placed on earth to leave imprints on each others' lives.",0
bcsing29,61,726,1,826,FALSE,232,TRUE,FALSE,Brandy Singleton,"Mother to Ashton | Lyme Disease Warrior _ôÍ_ | Child of God | Myrtle Beach, SC Native _ôë__ôëÇ_ôëš | One Love _ôÍ__ôÍ_ä_¥Ÿ",0
RoeConn,15307,774,360,843,TRUE,2786,FALSE,FALSE,Roe Conn,Host of The Roe Conn Show afternoons on Chicago's WGN Radio and contributor to ABC7's Windy City Live.,0
TravisCrandell,4,14,0,18,FALSE,29,TRUE,TRUE,Travis Crandell,,0
HubBucket,2786,2608,1562,34817,FALSE,36290,FALSE,FALSE,"HubBucket, Inc.","R&D: #ArtificialIntelligence, #AI, #DeepLearning, #NeuralNetworks, #MachineLearning, #Robotics, #Bionics, #Biometrics, #VR, #AR, etc. Founder & CEO @Rosenchild",0
"""Axelcarp230""",70,354,8,60,FALSE,5074,FALSE,FALSE,"""Axel Carp""","""Nothing is just Nothing""",0
CarlyFiorina,724989,751,6262,97,TRUE,4179,FALSE,FALSE,Carly Fiorina,"Businesswoman, wife, mother, & grandmother. A conservative who believes in unlocking human potential & holding govt accountable.",0
duttypaul,1353547,11248,3914,2013,TRUE,24483,FALSE,FALSE,Sean Paul,'No Lie' on iTunes: https://t.co/nYMyGE9WDi   'Tek Weh Yuh Heart' on iTunes: https://t.co/wroVMkCnEW,0
hardwick,2936656,779,22532,1188,TRUE,37440,FALSE,FALSE,Chris Hardwick,"Stand-upper, Zombie Therapist, Ball Dropper, Ravenclaw, @Nerdist Inventor and POINTS giver",0
julianperretta,376564,423,734,5306,TRUE,1747,FALSE,FALSE,Julian Perretta,#miracle out now #Karma new album out now @sonymusic @ultrarecords #Karma UK|European tour starting September16-Feb27 '17,0
TakeoSpikes51,375395,856,2743,1051,TRUE,12859,FALSE,FALSE,Takeo Spikes,"15-year NFL vet. Analyst. And yes, you're at the right place for the #EntertainingTruth Instagram: @TakeoSpikes51",0
adityacdurai,215,162,27,421,FALSE,2450,FALSE,FALSE,Aditya C,Engineer by Degree | Designer by Passion | Geek at Heart,0
aninhaoquadrado,210,95,1,398,FALSE,9462,FALSE,FALSE,aninha aninha,sou devota de sí£o caetaninho veloso,0
gunt3001,41,72,2,2737,FALSE,9615,FALSE,FALSE,G3,"Anime, Game, Programming, Tech, and other nonsense äóñ in Thai, English",0
mitchelmusso,2018998,2367,9238,1733,TRUE,11443,FALSE,FALSE,Mitchel Musso,,0
nicovega,19088,700,352,1948,TRUE,9310,FALSE,FALSE,Nico Vega,"@realajavolkman, @danielepand, @richk",0
tinathegr8est,167,272,0,73,FALSE,634,FALSE,FALSE,Nishita Sharma,Lost soul. Music lover. Microsofty. Manipalite. Introvert (and proud),0
EvanderWorland,214,746,3,155,FALSE,1177,FALSE,FALSE,Coach,@TriangleWC . WFHS Wrestling . NCUSA Wrestling,0
RepGusBilirakis,19309,1202,1139,254,TRUE,5036,FALSE,FALSE,Gus Bilirakis,"Congressman for Florida‰Ûªs 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",0
KoopaTroopa37,207,746,1,1690,FALSE,794,TRUE,FALSE,Duke,"23. Jays, trays, and fadeaways. T-Wolves and Packers.",0
kelseyylittle,1527,777,9,28218,FALSE,42282,FALSE,FALSE,k little,another one bites the dust || dancer,0
LomenDenisha,57,947,0,0,FALSE,25,TRUE,FALSE,Denisha Lomen,"They'll either want to kill you, kiss you, or be you RT the latest",0
emilybkaufman,212,163,13,4,FALSE,225,FALSE,FALSE,Emily Kaufman,"@NYUStern MBA student passionate about marketing, media, travel, and wine",0
TeamLou23,156517,956,1271,29,TRUE,21659,FALSE,FALSE,Lou Williams,,0
jeff_green22,23008,183,986,0,FALSE,4575,FALSE,TRUE,Jeff green,From the DMV and loving life,0
"""thesweetmystery""",177,459,1,3950,FALSE,2248,FALSE,FALSE,"""rae aquino""","""""shine responsibly, you crazy diamond""""",0
julianobelletti,1044180,557,3582,5,TRUE,2389,FALSE,FALSE,Juliano Belletti,World Cup winner 2002 - FCBarcelona Ambassador - CoritibaFC Executive Director.,0
D_Rock748,9,21,0,19,FALSE,6,TRUE,FALSE,Devon,Love call of duty and game a lot and have PS4 follow me on PS D_Rock748,0
thekillers,3664718,35,15921,1,TRUE,770,FALSE,FALSE,The Killers,,0
SebastianThrun,49222,8,1772,19,FALSE,489,TRUE,FALSE,Sebastian Thrun,"Founder, President Udacity.",0
jenntejada,777,614,41,690,FALSE,499,FALSE,FALSE,Jennifer Tejada,"Mom, wife, leader, thinker, doer, wave rider. CEO @pagerduty, board member @puppetize",0
donni,47395,1099,3332,714021,TRUE,24623,FALSE,FALSE,donni saphire,A pile of sleepy meat. Lists at @someecards. Host of weekly comedy show @themulletchi. Totally hatless. Everything written here is true and serious.,0
jonathanporte19,180,145,0,411,FALSE,180,TRUE,FALSE,jonathan porter,"""I am one with the force,the force is with me"" - dead blind guy",0
chrisamv,588,1532,25,268,FALSE,6773,FALSE,FALSE,chris brooks,Let it Beau,0
showerscum,27,87,3,78,FALSE,63,FALSE,FALSE,Shower SCUM,Seattle whimsical pop punk trio - a sort of bikini kill meets they might be giants. We write songs about food and other things.,0
Vignesh_6v,97,279,0,42,FALSE,16,FALSE,FALSE,Vignesh R,,0
HeidiRoizen,7088,354,418,546,FALSE,309,TRUE,FALSE,Heidi Roizen,"Operating Partner at DFJ, co-lead of Stanford's Entrepreneurial Leaders Fellowship program, board member, recovering entrepreneur, Mom, dog lover.",0
pastorkiko,24,12,0,0,FALSE,59,FALSE,FALSE,Patrick McClure,"Pastor, IBABI, Igreja Batista Bí_blica, Jacareí, SP",0
TonyBesson,59480,26,469,2295,TRUE,11879,FALSE,FALSE,Tony Besson,insert witty bio ____________,0
letrasfrutosagr,442,1239,3,18,FALSE,1617,FALSE,FALSE,letrasfrutosagrado,Quem í© vocíÈ? O que vocíÈ í©? tíç aqui porque? Jíç sabe a verdade? Ou ní£o tíç afim de saber?,0
RodriguezJack,116,216,0,40,FALSE,2440,FALSE,FALSE,Ricardo Estevez,Don't Panic!,0
WorldSummitAI,821,1279,164,246,FALSE,585,FALSE,FALSE,The Summit AI,The Leading Applied Artificial Intelligence Summit.  Built for the AI ecosystem by the AI ecosystem. #artificialintelligence #ai,0
khloekardashian,23290650,319,35640,115,TRUE,53864,FALSE,FALSE,KhloÌ©,Get my official app #unlockmyworld https://t.co/t7gWBbUMY7,0
atzblogs,73,395,0,0,FALSE,2187,FALSE,FALSE,atz blogs,,0
RudyGay8,1209026,559,5133,19,TRUE,5019,FALSE,FALSE,Rudy Gay,Baltimore Native UCONN,0
jrich23,243122,303,2969,5,TRUE,2725,FALSE,FALSE,Jason Richardson,"Father, Husband and just all around good guy!",0
GhelaBoskovich,3012,729,754,10678,FALSE,14560,FALSE,FALSE,Ghela Boskovich,"Revelation can be more perilous than Revolution - Nabokov. That, and #FinTech #FemTech. Lots of both, actually.",0
RED,1120752,8561,9587,14350,TRUE,9872,FALSE,FALSE,(RED),Every generation is known for something. Let's be the one to deliver an AIDS FREE GENERATION. Follow @RED on Instagram: https://t.co/4AHWm1klPh,0
Jacklynyan,5,19,0,0,FALSE,9,TRUE,TRUE,Jacklynyan,,0
MCHammer,3706945,69092,14625,31627,TRUE,63643,FALSE,FALSE,MC HAMMER,#OAKLANDFIGHTCLUB IIIXX OPUS #LetterFromYourBrother #DontGo #SayItIsntSo #StillWater #LoveIsLove #DubNation #RaiderNation #A's #StreetsIsReady #Kurious #DaPlug,0
anupamachopra,1040765,558,2418,215,TRUE,4703,TRUE,FALSE,Anupama Chopra,"Film Critic, journalist, author. Founder and editor of @Filmcompanion. You can find my reviews, interviews and recommendations on https://t.co/fAOlXkM4Myäó_",0
Nicolas08ME,1584,432,0,424,FALSE,360,FALSE,FALSE,Nicolas,Highly trained escape artist,0
ArtEiji,62,121,0,432,FALSE,1260,FALSE,FALSE,broken bone _ôë,[sem bio] zzronc,0
paulocoelho,11695916,274,45082,21313,TRUE,32146,FALSE,FALSE,Paulo Coelho,Writer ( https://t.co/d8dQ56k9Oq ) I delete tweets,0
lorenarojas,251768,8274,1460,847,TRUE,9902,FALSE,FALSE,Lorena Rojas,"Mexicana hasta el tuÌ©tano . MÌ¼sico frustrado. FAN de mi perro, de la vida y la melcocha de Sabines. PUMA, Actriz y felÌ_z :O)",0
Mansursinho,37,88,0,0,FALSE,39,FALSE,FALSE,Jorge,...,0
Mickhodgkin,2633,2086,140,555,FALSE,9628,FALSE,FALSE,Mick Hodgkin,"Al Jazeera APE (acronym), crossword compiler (Morph/Micawber), limerick writer (@twitmericks), Arsenal fan, 2015-16 Only Connect semi-finalist.",0
tomgreenlive,292043,4643,3088,9625,TRUE,37195,FALSE,FALSE,Tom Green,On my standup comedy tour now! Details at https://t.co/2zXkcRPGgX,0
alanna,8932,1015,193,32932,TRUE,19498,FALSE,FALSE,Alanna Okun,senior editor @Racked // writing a book of essays about crafting for @FlatironBooks // @buzzfeed alum // alanna.okun@racked.com,0
SciTechRangers,133553,95060,1455,1453,FALSE,40763,FALSE,FALSE,SciTech Scotty,"I'm a PC technician who shares free apps and news about gadgets, technology & science with some humor. I don't read DMs so tweet me. Beware of mad robots!",0
racheltabora,32,70,0,0,FALSE,4,TRUE,FALSE,Rachel Tabora _ô_‹,after 98173648492 accounts. new account again _ôÖ_ôÖ Hi! _ô_„,0
ppleonasmo,216,50,3,423,FALSE,9957,FALSE,FALSE,Malena Carvalho,Snap: @maalenacarvalho,0
iurimatias,1202,255,81,510,FALSE,1019,FALSE,FALSE,iuri matias,"Developer of Embark, a framework for Ethereum Dapps.  Passionate for Ethereum, Bitcoin, and client-side development. Productivity Fanatic. D",0
acvinal,20,195,0,1,FALSE,32,TRUE,FALSE,Drew Vinal,,0
TaylorMarieHill,235449,104,697,410,TRUE,3143,FALSE,FALSE,Taylor Hill,life's a beach man,0
gabbileal1,1270,876,2,5630,FALSE,17894,TRUE,FALSE,Gabbi,chs senior|| äó¢choose joy,0
UzairKK,56,295,1,16,FALSE,102,FALSE,FALSE,Uzair ALi Khan,,0
lurker3142,0,297,0,262,FALSE,36,TRUE,TRUE,Vinay,,0
grantimahara,661893,504,14029,110,TRUE,12036,FALSE,FALSE,Grant Imahara,"Host of White Rabbit Project on Netflix, former MythBuster and special FX modelmaker.",0
MMRAW,142786,239,2185,40,TRUE,2192,TRUE,FALSE,MIA MICHAELS,DIRECTOR/ CHOREOGRAPHER/,0
superrnaturalfa,443,497,1,1555,FALSE,1202,TRUE,FALSE,dan #TVDforever,Delena is  endgame,0
MileyCyrus,31942389,373,58780,82,TRUE,8453,FALSE,FALSE,Miley Ray Cyrus,Miley Cyrus & Her Dead Petz out now fo freeeeeee mothaaaa fuckazzz!,0
_Walter2011,40,141,0,0,FALSE,292,FALSE,FALSE,Walter,,0
TechCrunch,8530951,890,108650,1860,TRUE,151681,FALSE,FALSE,TechCrunch,"Breaking technology news, analysis, and opinions from TechCrunch. The number one guide for all things tech. Got a tip? Let us know tips@techcrunch.com",0
brngnr,301,550,1,4017,FALSE,42931,FALSE,FALSE,princesinha de cps,Good is subjetive.,0
"""RunningManTown""",49468,46,79,418,FALSE,10015,FALSE,FALSE,"""Running Man ___""","""International fanbase for Running Man ___ Variety Show. For enquires email runningmantown@gmail.com #7012""",0
TonyFergusonXT,59756,1134,490,7356,TRUE,8334,FALSE,FALSE,Tony Ferguson,Fam Man | Fighter | Future Champ | Gamer | #SnapDownCity | Choking Necks & Cashing Checks | Team@Pursue_Fitness,0
JohnBoozman,41748,687,1961,73,TRUE,2960,FALSE,FALSE,Senator John Boozman,Representing Arkansas in the U.S. Senate.  Contact Info: 202-224-4843,0
passosjoao2011,6,98,0,0,FALSE,1,TRUE,FALSE,Joao Paulo,,0
dushyanthram,86,397,0,1347,FALSE,160,FALSE,FALSE,D,Keep talking,0
belovedtruth1,53,400,1,1678,FALSE,136,TRUE,FALSE,Alison Schuster,,0
jtimberlake,58300207,233,76018,40,TRUE,3589,FALSE,FALSE,Justin Timberlake,,0
annieepark,2665,699,112,5668,FALSE,5844,FALSE,FALSE,Annie Park,"Producer @VaynerMedia (apark@vaynermedia.com) | Previously @Mashable, @Metronome3, @_WorkingMother_ | @nyuniversity alum",0
chasely,88,231,2,9,FALSE,184,FALSE,FALSE,Chase Dwelle,"University of Michigan environmental engineering PhD candidate. Also a news, soccer, and policy nerd.",0
dawnhamilton811,91,1688,0,0,FALSE,16,TRUE,FALSE,Dawn Hamilton,Typical music scholar. Certified coffee fan. Extreme internet expert.,0
AmIRiteBot,905,1,105,9,FALSE,102189,TRUE,FALSE,AmIRite Bot,This is a bot that makes bad jokes based on Twitter trending topics. Twitter comedians: consider yourselves on notice. Written by @tinysubversions.,0
NeilRobertson21,0,10,0,0,FALSE,1,TRUE,FALSE,Neil Robertson,,0
ssdai,2811,1211,152,3409,FALSE,12150,FALSE,FALSE,Serena Dai,News Editor @EaterNY | Send me tips: serena at eater dot com | Also I write a dumb personal newsletter called The Daigest,0
engsgp,246,251,9,3221,FALSE,1642,TRUE,FALSE,eng ong,"SG entrepreneur based in Thailand. Lover of Thai food, wine, and beer. Work off excesses by spinning in gym. Retweet not = endorsement",0
DJWhooKid,320964,1114,3413,3956,TRUE,59792,FALSE,FALSE,DJ Whoo Kid,Inquiries & Bookings email Ryan@FiondaManagement.com | HOST of #TheWhoolywoodShuffle on @shade45 12pm-6pm EST Saturdays! Also Heard On @OpieRadio | #TurnUpGodz,0
NeveraDought,465,903,3,1179,FALSE,6405,FALSE,FALSE,Andre Doughty,"I'm just as confused as you are. Videographer, Adjunct Professor, Radio Host, Creative.",0
Amirrozzo,858,597,1,4620,FALSE,11519,FALSE,FALSE,Amir Adam,Malaysian first,0
Mandy_Nobre,57,67,0,15,FALSE,1295,FALSE,FALSE,Amanda Karen Nobre,Uma menina que serve ao Deus vivo e que estíç se preparando para viver o IDE.,0
RedHourBen,5445575,357,30150,3799,TRUE,3529,TRUE,FALSE,Ben Stiller,,0
AdrianPeterson,1247114,411,4885,68,TRUE,1585,FALSE,FALSE,Adrian Peterson,,0
EricHutchinson,52199,482,1219,25011,TRUE,18263,FALSE,FALSE,Eric Hutchinson,"Easy Street available NOW on CD, Vinyl, and digital Deluxe Edition! Details at https://t.co/7B8U9xnjwK",0
"""LeftAtLondon""",13725,429,41,14931,FALSE,4044,TRUE,FALSE,"""Classic JT""","""/@/. she/her. former viner ""Jonatan Timson"". singer/songwriter ""left at london"". politely tell me if I'm doing something problematic. capitalism sux.__""",0
TheSwaggaCity,2,75,0,0,FALSE,0,TRUE,TRUE,swagga city,,0
Sidsector9,84,103,7,107,FALSE,158,FALSE,FALSE,Siddharth Thevaril,WordPress Theme and Plugin Developer. Loves programming and maths. I bite.,0
PawanKalyan,1511303,0,853,0,TRUE,263,TRUE,FALSE,Pawan Kalyan,Jai Hind !!,0
Halsey_Minor,455,137,50,169,FALSE,254,TRUE,FALSE,Halsey Minor,"An #Internet and #tech pioneer, #HalseyMinor was a key player in the digital publishing revolution. Founder of #CNET @upholdinc @Voxelus #RealityLabs",0
AmadorVelasquez,131,181,6,3,FALSE,10,FALSE,FALSE,Amador Velasquez,Technology Manager at NBC10 & Telemundo62,0
30_dias,224,781,0,0,FALSE,5,TRUE,FALSE,30 Dias,30 dias de oraí_í£o pelos povos muí_ulmanos. De 1 a 30 de Agosto de 2011. Baixe o livreto de oraí_í£o e participe conosco!,0
behindwoods,426854,892,390,399,TRUE,48381,FALSE,FALSE,Behindwoods,Entertaining One Crore People,0
typicalgirlname,147,104,3,231,FALSE,6097,FALSE,FALSE,i am emily,"chicago is B, a city",0
RosaineBarros,111,329,1,2,FALSE,1978,FALSE,FALSE,Rosaine Barros,íŠ relativo porque tudo depende...,0
_mayf,68,133,0,9,FALSE,1817,FALSE,FALSE,Mayara Fernandes,"just do it cause you want it, just do it cause you like it, do it cause you feel.",0
"""FCSLlightning""",269,0,6,0,FALSE,1571,FALSE,FALSE,"""Leesburg Lightning""","""The Leesburg Lightning are part of the Florida Collegiate Summer League, a wood bat league for college students.""",0
SteveCase,784689,5265,10472,0,TRUE,42520,FALSE,FALSE,Steve Case,Author of The Third Wave: An Entrepreneur's Vision of the Future. Chairman of Revolution. Chairman of Case Foundation. Co-founder of AOL. @ThirdWaveBook,0
TravieMcCoy,3490480,448,7772,22,TRUE,3966,FALSE,FALSE,Travie McCoy,,0
JoeySantiago,20997,567,528,433,TRUE,1927,FALSE,FALSE,Joey Santiago,I have attended every show the Pixies have performed.,0
MirzaSania,5293996,101,7694,23,TRUE,5172,FALSE,FALSE,Sania Mirza,Dreamer.Believer.Doer. Even against all odds./ @UN_Women Goodwill Ambassador for South Asia,0
james_a_michael,64350,56,735,2197,TRUE,4557,FALSE,FALSE,James Michael,Producer/Songwriter/Lead Singer of Sixx:A.M.,0
DeannaGreen51,5,5,0,2,FALSE,29,FALSE,FALSE,Dee Green,,0
iamsana_afreen,54,54,1,264,FALSE,104,TRUE,FALSE,Sana,"Determined dreamer . Achiever .
Civil Engineer !
Artistically Conscious!",0
Bearmod,219,408,7,18,FALSE,435,FALSE,FALSE,Tyson Parks,Artist and Technologist.  http://t.co/NDLlhW5DDf,0
scottmcnealy,14014,202,524,257,TRUE,5079,FALSE,FALSE,Scott McNealy,"Chairman/CEO @Wayin, Founder of @Curriki, former Chairman/CEO of Sun Micro, husband, dad of 4 awesome boys. Love taxpayers, capitalism, personal responsibility.",0
acrohub,15,84,0,28,FALSE,25,FALSE,FALSE,The Acromegaly Hub,"Understand that your not alone, there is support for those diagnosed or curious about #Acromegaly. For more information: https://t.co/FXg432cnbZ",0
ImRaina,7886947,239,5192,4533,TRUE,1637,FALSE,FALSE,Suresh Raina,"Cricket is my Passion, Fans are my Strength and Family is my Support",0
HeySamantha,26522,1533,1223,2793,TRUE,11373,FALSE,FALSE,Sam Murphy Kelly,@CNNTech editor. Previously: @Mashable. Pint sized and curious. Samantha.Kelly@Turner.com,0
syntacticfoam,12,14,1,3,FALSE,27,TRUE,FALSE,Nikhil Gupta,"CMML specializes in the science and technology of lightweight composites, especially syntactic foams, tailored for dynamic loading conditions.",0
didericksen,126,253,15,19,FALSE,411,TRUE,FALSE,Devin Didericksen,Data Scientist. North American. Tweets represent the official views of every company I've worked for.,0
"""FireEmblemJP""",61546,3,959,0,TRUE,231,FALSE,FALSE,"""______________""","""________________________________________________\n__________________________\n________________________________""",0
hassi107,15,59,0,0,FALSE,5,TRUE,FALSE,Saleh Hasan Gondal,Electrical Engineer at Engro | LUMS 2014 | Work Hard Party Harder,0
"""katiemarielin""",43,116,0,273,FALSE,145,TRUE,FALSE,"""Katie Lin""","""Katie Lin Spears""",0
UnitedWarVets,1075,455,36,964,FALSE,1851,FALSE,FALSE,UWVC.org,"Mobilizes our communities to honor, support, and serve America's #Veterans. Celebrate with us this #VeteransDay in #AmericasParade on Nov. 11  in #NYC",0
JuulioLimoli,38,75,0,0,FALSE,496,FALSE,FALSE,julio limoli,,0
wisedollar,11980,8927,261,20,FALSE,20015,FALSE,FALSE,John,I blog about #PersonalFinance and want to help you do more with your money. Check me out also @FrugalRules or @JSchmoll74 if you need a #freelancewriter,0
alyankovic,4651330,509,32051,3060,TRUE,3545,FALSE,FALSE,Al Yankovic,You know... the Eat It guy.,0
MediaJonKlein,5616,276,270,0,FALSE,452,TRUE,FALSE,Jon Klein,,0
britlyn_leigh,370,595,1,10406,FALSE,2460,TRUE,FALSE,Brit,clueless&clumsy,0
Hanna_Denea,804,503,0,4875,FALSE,4846,TRUE,FALSE,HDB,Jeremiah 29:11,0
lindsaylohan,9374054,663,46921,491,TRUE,66,FALSE,FALSE,Lindsay Lohan,Activist. Actress. Artist. Instagram: @lindsaylohan https://t.co/FjAZzhuK6y Management: scott@honestmg.com,0
kevinscampoli,19779,308,29,5053,FALSE,7046,FALSE,FALSE,Kevin Scampoli,100k+ YouTube subs. I delete most of my tweets.  https://t.co/JY3n1qms2N,0
henrymcmaster,8244,485,313,148,TRUE,1715,FALSE,FALSE,Henry McMaster,Governor of South Carolina,0
1191Rivas,6374,422,42,723,TRUE,459,TRUE,FALSE,Diego Rivas,UFC Fighter,0
vickyyyy_k,188,663,6,8715,FALSE,14158,FALSE,FALSE,VK,Michigan State grad. I got hot sauce in my bag.,0
collinmathilde,4932,959,1,3469,FALSE,2431,TRUE,FALSE,Mathilde Collin,LEGO builder. Co-founder & CEO @Frontapp (YC S14),0
joycekhanuja,138,332,5,71,FALSE,924,TRUE,FALSE,Joyce Khanuja,Entrepreneur. Design Enthusiast. Reader. Writer. Shopaholic. Experimental Cook.,0
PFK_Shurlok,519,1836,11,36,FALSE,139,FALSE,FALSE,PFK Shurlok,"PFK Shurlok, a division of @PFK_Electronics, is a leader in the design and manufacture of OEM products and services on a global scale.",0
R_CNO,21,114,0,0,FALSE,7,FALSE,FALSE,Rayssa Oliveira,Mineirinha !,0
sarah_shewell,60,131,6,392,FALSE,108,TRUE,FALSE,Sarah Shewell,"Design Thinker, Dev Ops Practitioner, Lean Coach.",0
Kaiser_1917,1717,25,53,0,FALSE,9,TRUE,FALSE,Kaiser Germany,The official Twitter account of the German Empire.,0
evanildorodrigu,15,78,0,1,FALSE,186,FALSE,FALSE,evanildo rorigues,um cara q ama a vida acima de quasquer coisa,0
yunacornmeat,15,23,0,2,FALSE,2,FALSE,FALSE,Yuna Song,,0
JuMToledo,48,64,0,299,FALSE,93,TRUE,FALSE,Jí_ Toledo,"God, Music, and Tea",0
LennyKravitz,5183570,1840,25196,12,TRUE,1985,FALSE,FALSE,Lenny Kravitz,Strut available now on Roxie Records / iTunes: https://t.co/AWRHdy5T2u / https://t.co/7QqCkVBNvE,0
ShaunPhillips95,403994,654,2553,34,TRUE,16482,FALSE,FALSE,Shaun Phillips,Always winning,0
varunsrinivassr,25,166,0,0,FALSE,12,TRUE,TRUE,varun srinivas,,0
nyupb,1878,262,64,109,FALSE,1718,FALSE,FALSE,NYU Program Board,Violet 100 event link: https://t.co/hf0W3M7i2S,0
nickdiaz209,455598,204,1779,196,TRUE,1104,TRUE,FALSE,nick diaz,Snapchat: diaz5150nick,0
StephenAtHome,12825837,31,69919,41,TRUE,4326,FALSE,FALSE,Stephen Colbert,Vehicle,0
KeriHilson,4178299,400,15134,93,TRUE,12290,FALSE,FALSE,Keri Hilson,designer of audible art ‰Û¢ sleep sold separately ‰Û¢ instagram: @kerihilson snapchat: keribesnappin,0
caroliv3,398,247,2,9404,FALSE,13063,FALSE,FALSE,Carol,,0
kathygriffin,2039677,0,19842,2,TRUE,9256,FALSE,FALSE,Kathy Griffin,"2-time Emmy award & Grammy award-winning comedian. Order my new book, Kathy Griffin's Celebrity Run-Ins: My A-Z Index now! #GriffinTellsAll",0
LucianoBurti,480088,116,3209,7,TRUE,4435,FALSE,FALSE,Luciano Burti,"Piloto, comentarista F-1, empresa NAVIG / Racing driver, F-1 Commentator. Instagram: @burtiluciano",0
svgeesus,2753,683,156,3403,FALSE,4542,FALSE,FALSE,Chris Lilley,"‰ÛÏFather of SVG‰Û. @W3C staff. Co-developed PNG, @font-face, WOFF. These days working on Web Fonts, Web Audio, CSS",0
pdlight,4459,911,31,976,FALSE,8532,FALSE,FALSE,Priyanka Desai,Channelwali @ Star Pravah ... Masterchef of Khayali Pulao !,0
shonta_semit,0,20,0,0,FALSE,2,TRUE,FALSE,Shonta Semit,"https://t.co/giCF8ETVoY is mad about Cycling & Getting Fit from Cycling. Check us out for new & chat about Cycling, Traning & Nutrition. Lke us on Facebook!",0
MikhailJacob,237,368,3,13,FALSE,87,FALSE,FALSE,Mikhail Jacob,Researcher in getting computers to stop being boring.,0
thejohnnynemo,212,922,12,684,FALSE,259,FALSE,FALSE,John Neamonitis,Founder & General Partner at Lakehouse Ventures.,0
nacho2100,159,242,3,13,FALSE,292,TRUE,FALSE,nathan farkas,"Just a simple med student who likes to explore new hobbies. Currently, brewing, baking, and dabbling in masonry.",0
"""wavesharing""",238,169,103,0,FALSE,225216,TRUE,FALSE,"""Wave Twitt""","""Wave Sharing Service""",0
theroser,31872,460,990,865,TRUE,13838,FALSE,FALSE,Jason Rosen,"We are the music makers, and we are the dreamers of dreams...",0
maspqnick,683,1411,2,9,FALSE,645,FALSE,FALSE,nick nicole,no dia em que eu sai de casa minha mae me disse que ja ia tarde,0
DangeRussWilson,3211350,23,5707,751,TRUE,8867,FALSE,FALSE,Russell Wilson,Mission: Live Like Jesus & Then Lead People to Jesus. The Best is Yet to Come! QB for Seattle Seahawks. Super Bowl Champ,0
caca_carlinha,187,292,3,0,FALSE,5495,FALSE,FALSE,Carla Amaral,"Fui escolhida para triunfar,mostrar minha cara ao mundo e ní£o negocio meu chamado ! :D",0
thehitwoman,14240,406,687,402,TRUE,1186,FALSE,FALSE,Erica Lindgren,Former card counter turned poker pro turned Mom turned ad sales turned down for what! erica@roamadvertising.com,0
BlairUnderwood,258608,719,1640,208,TRUE,3353,FALSE,FALSE,Blair Underwood,This is the real Blair Underwood Twitter page.,0
pranavperfect,129,88,1,2,FALSE,54,FALSE,FALSE,Pranav Sharma,,0
bjork,738119,33,13315,6,TRUE,1125,FALSE,FALSE,bjÌ¦rk,,0
profnote,25,14,1,69,FALSE,282,FALSE,FALSE,ProfNote,µµÜ‰Í_ÜÜ_Ü»,0
briansolis,278002,2831,21481,19491,TRUE,29298,FALSE,FALSE,Brian Solis,Bio: http://t.co/NTX8aUxFon @MrSolis is my reply account.,0
THELASTVEGAS,5852,254,211,151,TRUE,5926,FALSE,FALSE,The Last Vegas,Rock 'N Roll!,0
film_girl,84127,11349,5022,27745,TRUE,84045,FALSE,FALSE,Christina Warren,"Senior writer @Gizmodo Was @Mashable, co-host @ovrtrd @_RocketFM @bbgtl. Obsessed with media and tech. I rule. christina.warren@gizmodo.com opinions = own",0
melindagates,1002080,208,7925,49,TRUE,2293,FALSE,FALSE,Melinda Gates,"Co-chair of the Bill & Melinda Gates Foundation, businesswoman, and mother. Dedicated to helping all people lead healthy, productive lives.",0
sterdw,81,60,0,31,FALSE,20,TRUE,FALSE,Sterling Williams,I use this like once a year,0
stephenjcannell,5262,291,401,0,FALSE,969,FALSE,FALSE,Mystery Novels,The official Stephen Cannell Twitter page features news on mystery novels & mystery books.,0
GaabyCremasco,50,268,0,5,FALSE,20,FALSE,FALSE,Gaaby Cremasco,,0
JDayral,208,768,30,970,FALSE,4057,FALSE,FALSE,MADAME.REVE,,0
carol_morandin,94,389,0,1,FALSE,132,FALSE,FALSE,Carol Morandin,"Aquariana, Ciumenta, Simpíçtica, Extrovertí_da, Bugrina, Divertida, Preguií_osa.",0
sameerh617,97,245,0,249,FALSE,1086,FALSE,FALSE,Sameer Hasan,"Pakistani by heart, Engineer by profession, and a Gooner by choice. #COYG #Pak #Arsenal",0
maryrega47,13071,12939,27,315,FALSE,1778,TRUE,FALSE,Maryrega47,"Mother of two sons and a daughter, and two beautiful  grandchildren. My soul belongs to The Lord Almighty!",0
ParisHilton,14526527,7109,53022,11833,TRUE,28809,FALSE,FALSE,Paris Hilton,Check out my new Plastik Magazine #cover on stands now!,0
